39,45,60,43,180,83,54,12,12,17,1
43,20,68,53,239,135,43,15,15,17,1
31,48,61,49,191,113,40,9,9,25,1
35,20,52,39,130,66,49,10,9,17,1
30,20,52,31,133,38,71,10,7,17,1
32,20,48,54,111,50,54,12,10,17,1
32,32,60,39,180,66,63,10,9,20,1
35,20,69,57,246,157,36,4,6,17,1
36,20,67,50,231,120,47,10,11,17,1
27,20,57,41,158,76,52,11,9,17,1
37,20,58,39,169,67,60,120,9,17,1
33,45,59,44,177,89,49,9,9,17,1
33,20,54,34,140,47,66,8,8,17,1
26,20,60,47,181,102,44,13,9,17,1
31,38,61,45,188,92,51,10,10,17,2
35,42,62,45,197,96,51,11,11,23,2
30,43,63,51,205,121,41,10,9,23,2
35,39,60,45,181,94,48,12,9,17,1
30,36,52,37,132,58,55,110,12,24,1
34,20,53,35,137,53,61,9,9,17,1
29,20,46,29,99,32,67,10,8,17,1
33,32,70,52,260,132,49,12,12,23,2
28,28,62,45,198,92,53,8,7,17,1
35,41,65,44,222,91,58,13,11,17,1
35,20,76,62,306,193,37,9,10,17,1
35,20,69,51,250,128,49,13,10,17,1
36,33,55,41,149,74,50,12,12,23,1
30,43,67,51,229,126,44,12,12,13,1
36,50,77,62,319,197,38,7,11,11,0
29,28,59,44,171,87,49,8,8,11,1
28,34,52,35,132,54,59.4,9,9,12,1
32,35,58,25,167,89,46,130,12,25,1
28,20,48,33,108,43,59,8,8,17,1
30,34,48,27,106,27,75,120,10,15,1
32,34,47,32,105,43,58,11,11,23,1
32,34,62,43,191,85,55,8,8,12,2
30,20,63,48,203,110,45,9,10,17,1
37,38,63,41,205,74,64,120,12,23,0
36,20,54,33,140,45,68,9,9,23,0
36,20,56,34,153,49,68,10,11,23,2
36,20,53,36,134,54,59,11,10,28,2
32,20,48,28,108,31,71,10,8,22,2
32,20,47,26,102,24,76,10,8,19,2
32,20,45,28,94,29,68,9,9,19,2
34,20,49,34,115,50,57,11,10,17,2
32,20,48,33,114,41,60,12,12,18,2
36,20,49,29,115,31,73,8,9,20,2
32,20,55,32,150,40,73,8,10,26,2
32,20,56,41,155,74,52,11,11,26,2
36,20,55,33,149,46,69,12,11,34,2
20,20,53,34,135,48,64,120,12,22,2
32,20,42,26,80,23,70,12,7,25,2
32,20,53,37,137,61,55,11,8,22,2
36,20,51,35,124,52,58,14,10,22,2
30,20,59,33,175,44,75,8,8,18,2
32,20,51,32,123,41,68,13,11,17,2
36,20,45,27,91,26,70,7,7,17,2
36,20,43,28,83,32,63,10,10,21,2
36,20,52,35,129,51,61,13,12,18,2
36,20,47,32,106,47,60,10,11,21,2
30,20,46,28,95,30,68,9,8,24,2
31,20,57,41,161,75,55,13,11,17,2
36,20,55,32,150,40,73,10,7,24,2
32,20,53,31,136,37,73,9,9,14,2
31,20,53,34,138,50,63,11,10,17,2
36,20,51,30,124,35,71,9,9,26,2
30,38,53,40,140,72,48,11,11,25,2
36,20,43,26,85,23,72,10,8,21,2
33,20,53,35,135,50,63,10,11,17,2
34,20,55,33,147,43,70,8,7,17,2
36,20,55,36,146,53,63,14,11,28,2
32,20,46,31,98,38,60,12,9,16,2
32,20,46,30,100,36,63,12,12,22,2
32,20,50,25,117,23,65,10,12,12,2
32,20,51,33,125,43,65,13,10,12,2
35,20,53,34,133,49,63,10,11,12,2
36,20,51,23,124,19,85,11,10,16,2
36,20,58,39,165,68,58,13,13,17,2
36,20,56,41,152,76,49,11,11,17,2
28,20,41,21,73,14,80,10,7,24,2
35,20,48,26,108,25,76,7,7,17,2
30,38,47,29,104,31,76,12,13,20,2
35,20,47,31,106,39,63,12,10,18,2
36,20,49,33,117,45,61,9,9,24,2
32,20,52,35,130,53,58,11,12,24,2
32,20,60,48,180,108,40,9,9,28,2
32,20,47,30,105,34,68,9,10,21,2
36,20,74,42,291,80,72,12,9,23,2
35,20,45,28,91,28,66,10,10,23,2
30,45,54,33,141,44,68,11,11,22,2
31,32,48,31,109,37,66,14,8,12,2
32,20,45,27,94,27,70,5,6,16,2
35,20,49,30,113,35,68,10,10,21,2
32,20,68,52,246,128,47,11,11,24,2
32,20,56,38,155,64,58,11,11,23,2
32,20,54,35,140,52,63,14,10,14,2
37,43,50,34,118,50,57,11,11,22,2
32,20,56,35,157,51,68,15,14,17,2
35,39,49,28,111,30,72,11,8,12,2
32,20,48,32,107,40,62,11,9,17,2
36,20,47,26,101,25,75,7,7,17,2
32,20,52,31,130,37,71,13,11,26,2
32,20,48,32,110,40,63,9,9,17,2
36,20,51,28,124,30,76,9,9,14,2
36,20,51,28,124,30,76,7,6,20,2
36,20,49,26,114,25,78,10,8,11,2
32,20,49,27,113,28,66,6,7,10,2
32,20,49,26,112,25,78,8,8,20,2
32,20,53,30,136,34,75,11,11,29,2
34,20,45,26,91,26,72,10,8,17,2
31,20,53,32,134,41,69,9,9,24,2
32,20,48,32,108,43,58,13,10,26,2
36,20,48,29,106,32,69,9,7,24,2
32,20,53,35,134,5.1,62,11,11,26,2
36,20,63,49,205,144,44,11,9,26,2
32,20,49,33,116,47,59,13,11,26,2
36,20,52,34,133,47,63,9,9,22,2
39,20,46,32,101,40,59,12,10,17,2
32,20,51,32,122,40,66,6,7,17,2
32,20,53,31,135,40,70,7,8,17,2
32,20,55,36,149,53,64,12,10,22,2
36,20,42,28,80,29,63,12,9,19,2
36,20,51,30,121,34,71,16,15,16,2
32,20,51,30,121,36,70,9,9,17,2
32,20,53,37,132,39,57,11,10,19,2
29,20,48,32,106,39,63,9,9,20,2
32,20,50,27,120,28,76,17,14,17,2
32,20,56,42,158,78,50,11,11,26,2
31,39,52,35,130,51,60,14,12,24,2
34,33,40,22,69,16,76,12,12,18,2
35,20,48,28,110,30,73,13,9,28,2
36,20,48,31,107,37,66,8,12,23,2
36,20,72,61,275,187,31,12,8,27,2
31,20,46,29,100,32,65,10,9,16,2
39,20,58,41,169,75,55,12,10,17,2
39,20,56,40,154,71,54,12,12,17,2
39,20,56,33,154,45,70,12,12,17,2
29,20,45,26,92,25,72,7,10,17,2
39,20,57,32,161,41,74,10,9,17,2
36,20,51,37,127,60,52,10,10,25,2
32,20,49,30,111,35,68,12,11,21,2
36,20,77,58,314,165,48,9,9,26,2
31,20,53,31,134,39,71,11,10,17,2
35,20,48,26,110,24,78,8,7,26,2
35,20,44,25,87,21,75,7,7,23,2
32,20,46,20,96,13,86,10,9,21,2
36,20,48,35,107,50,54,9,1,28,2
31,20,47,30,104,36,65,14,10,17,2
31,20,44,30,87,34,61,14,13,17,2
36,20,49,35,117,51,56,8,8,22,2
36,20,60,30,182,35,80,10,10,23,2
32,20,56,40,157,71,54,17,10,18,2
36,20,52,35,130,51,60,9,9,22,2
35,20,57,36,161,55,66,13,13,32,2
36,20,53,26,139,24,82,13,9,26,2
39,39,50,36,116,55,52,7,8,10,2
32,20,62,43,198,43,55,13,12,20,2
39,20,53,33,138,45,67,12,10,17,2
32,20,56,43.6,154,55,64,11,10,18,2
36,20,49,32,114,43,62,11,11,22,2
51,34,51,36,127,57,54,12,11,14,2
36,20,51,26,124,2.6,79,15,9,16,2
36,20,41,27,74,27,62,10,10,29,2
35,20,57,37,161,59,63,14,11,13,2
35,20,53,32,134,42,68,13,9,13,2
31,32,51,28,123,30,75,9,11,12,2
31,20,47,27,105,28,73,16,7,17,2
32,20,49,24,115,27,76,6,6,26,2
32,20,51,30,123,34,72,9,9,12,2
32,20,55,36,150,55,63,13,11,25,2
31,20,50,32,121,42,65,11,11,17,2
31,20,52,37,130,59,54,9,8,17,2
29,20,62,51,197,124,37,9,9,17,2
36,20,52,24,133,27,79,10,9,19,2
32,20,73,59,284,174,38,8,8,28,2
36,20,46,30,99,34,66,7,8,19,2
35,20,55,38,147,64,54,13,12,18,2
33,44,49,37,112,58,48,10,10,44,2
39,43,57,42,162,79,51,11,11,33,2
39,44,63,47,201,101,49,9,10,22,2
32,20,53,33,137,44,68,9,9,18,2
35,20,51,31,125,37,70,14,12,27,2
32,20,49,34,114,47,58,12,10,22,2
36,20,53,32,135,42,70,13,10,21,2
31,20,48,30,107,34,68,9,9,20,2
32,20,51,36,125,55,56,11,11,18,2
28,20,45,27,93,26,71,9,7,21,2
32,20,50,32,121,40,67,9,9,22,2
36,20,53,26,135,25,81,12,9,23,2
31,20,45,30,94,35,74,100,10,22,2
36,20,40,21,70,14,80,8,6,25,2
36,20,54,30,140,35,75,10,10,21,2
36,20,53,30,134,35,73,10,11,26,2
32,20,46,29,97,32,67,9,9,18,2
36,20,45,24,92,19,79,13,7,22,2
36,20,46,27,99,26,73,18,10,29,2
31,20,46,28,95,32,66,100,9,22,2
36,20,51,30,124,35,71,8,9,27,2
32,20,47,37,104,59,44,10,10,18,2
32,20,55,39,147,67,54,9,10,22,2
32,40,52,42,130,82,36,9,10,26,2
30,38,51,35,124,51,58,11,11,24,2
30,38,53,33,132,45,66,9,11,22,2
30,37,44,24,89,21,76,9,10,17,2
30,37,51,35,127,53,57,9,10,23,2
36,20,46,32,97,41,68,8,9,17,2
36,20,49,30,113,35,67,12,10,18,2
32,20,53,32,134,40,70,11,11,11,2
30,38,55,37,149,60,59,11,12,23,2
28,20,53,34,137,47,65,10,10,17,2
36,20,51,34,127,48,62,14,9,20,2
35,20,49,34,113,47,58,11,9,15,2
32,20,44,28,88,31,64,11,11,29,2
32,20,50,36,118,57,51,13,11,24,2
36,20,55,33,150,44,71,8,7,28,2
35,20,64,46,205,95,54,11,13,17,2
32,20,46,25,98,29,75,10,10,20,2
32,20,57,42,161,80,50,12,12,22,2
29,20,54,36,144,54,62,10,11,17,2
31,20,59,38,172,61,64,12,11,17,2
36,20,41,24,73,20,72,7,6,13,2
36,20,48,35,110,54,58,11,11,16,2
36,20,53,30,136,35,74,11,9,28,2
36,20,54,37,140,58,58,11,11,17,2
35,20,51,28,123,31,75,7,9,12,2
32,20,53,35,134,51,64,8,8,25,2
36,20,43,29,85,32,61,9,9,16,2
32,20,45,29,94,32,65,12,10,14,2
36,20,68,51,241,125,48,12,12,26,2
32,20,43,27,82,27,67,13,9,22,2
30,36,53,36,135,57,57,13,12,24,2
36,20,55,39,153,67,56,13,13,21,2
36,20,51,35,126,52,58,13,12,23,2
31,20,52,34,128,44,62,5,6,17,2
27,27,48,35,108,50,54,11,9,17,2
27,28,47,28,102,29,71,8,8,22,2
26,26,44,26,87,24,72,10,9,20,2
36,20,52,31,124,38,70,8,8,21,2
39,37,56,30,153,36,76,10,7,16,2
36,20,51,35,128,51,60,12,12,16,2
34,20,51,28,127,30,76,7,8,17,2
31,20,53,35,135,52,61,11,11,23,2
31,33,50,38,118,61,48,120,13,23,2
33,20,54,38,143,64,54,10,10,17,2
36,20,44,25,88,22,75,8,9,19,2
30,37,54,39,144,69,54,10,10,24,2
32,20,58,42,167,80,53,11,11,22,2
36,20,66,44,226,86,62,15,9,14,2
32,20,51,30,127,34,73,7,11,25,2
31,20,55,40,148,73,50,13,13,24,2
36,20,48,27,108,34,74,10,10,18,2
31,20,52,29,127,32,74,12,11,17,2
32,20,49,35,115,51,51,8,10,13,2
32,20,47,35,102,51,49,7,10,18,2
32,20,43,24,83,20,76,13,11,14,2
31,20,48,31,110,38,65,8,8,22,2
36,20,60,50,184,121,34,9,8,21,2
32,20,56,45,152,95,37,9,8,27,2
31,20,46,31,101,37,62,9,11,17,2
36,20,48,31,87,22,66,8,12,23,2
36,20,44,25,87,22,74,12,8,24,2
35,20,57,40,149,72,51,11,11,17,2
36,20,54,34,140,49,65,10,12,19,2
30,20,50,32,121,42,65,11,10,26,2
32,20,57,33,158,43,72,10,11,21,2
32,20,56,30,157,34,78,10,10,28,2
35,20,54,37,147,58,59,12,12,22,2
34,20,62,35,194,51,73,17,15,17,2
34,20,54,39,144,65,55,17,16,17,2
34,20,60,39,181,65,64,20,12,17,2
34,20,58,42,170,79,53,11,11,17,2
32,28,50,29,116,32,72,9,9,28,2
32,20,56,28,154,30,80,11,9,17,2
29,20,52,37,128,58,62,12,11,17,2
27,44,53,37,135,57,58,11,9,17,2
31,20,56,35,159,51,59,9,9,17,2
29,20,46,29,97,32,67,9,9,17,2
31,20,54,35,143,51,64,9,9,17,2
35,20,49,28,114,30,73,9,11,17,2
35,20,54,36,141,56,60,13,11,17,2
32,35,58,39,167,68,59,13,13,17,2
28,20,45,31,96,40,57,10,10,17,2
35,20,52,33,133,43,68,9,9,17,2
29,35,56,34,156,49,69,9,8,13,2
31,32,46,30,97,35,63,12,11,17,2
35,20,55,33,150,45,70,14,13,17,2
34,43,54,40,146,72,50,9,9,17,2
33,46,62,46,193,99,48,9,9,17,2
33,42,56,33,154,43,72,10,10,17,2
28,20,53,31,134,37,72,9,9,17,2
29,20,51,30,124,34,73,9,11,17,2
32,32,51,31,123,41,67,9,9,17,2
29,20,64,51,211,121,43,10,10,17,2
32,20,54,34,142,34,66,13,10,17,2
31,36,40,28,125,45,68,6,7,17,2
35,20,51,33,124,45,63,90,19,17,2
30,32,54,37,144,59,59,6,6,17,2
35,20,52,28,127,30,76,10,8,17,2
35,20,56,40,152,72,52,11,11,17,2
31,31,53,37,140,60,56,11,11,17,2
46,31,46,28,96,30,68,9,9,24,2
35,20,53,36,135,57,57,12,12,17,2
35,20,58,43,171,84,50,12,12,17,2
35,20,43,31.5,85,14,84,10,9,17,2
35,20,56,33,154,45,70,13,11,17,2
35,20,56,36,158,57,63,12,12,17,2
35,20,54,31,141,38,73,17,11,17,2
35,49,53,33,132,45,65,14,11,17,2
35,25,53,33,140,55,68,12,11,17,2
30,35,54,34,144,49,66,9,11,17,2
33,36,56,33,156,45,70,13,12,20,2
30,32,52,35,132,51,60,11,11,17,2
35,20,66,47,222,101,55,11,11,23,2
33,28,45,25,94,22,76,9,9,17,2
29,31,49,30,115,36,68,10,8,17,2
37,35,65,43,219,85,61,120,13,16,2
36,47,62,43,196,83,57,130,11,26,2
31,32,53,30,165,35,74,9,9,17,2
35,20,53,36,135,55,58,11,11,17,2
35,20,93,79,491,335,31,12,10,17,2
35,20,90,74,448,248,33,11,10,17,2
35,20,82,68,369,240,34,13,12,17,2
35,20,48,32,111,42,61,9,9,17,2
35,20,51,29,124,31,75,9,9,17,2
35,20,49,31,114,39,65,10,10,17,2
34,43,59,42,178,79,55,10,11,17,2
35,20,55,35,146,48,67,13,13,17,2
38,20,64,50,205,100,40,12,12,17,2
34,36,52,31,127,39,69,16,12,17,2
35,20,43,24,83,21,75,11,8,17,2
32,32,47,30,105,35,66,9,8,17,2
35,20,89,76,434,306,29,9,8,17,2
39,37,59,43,174,87,50,13,12,17,2
30,20,49,29,113,32,71,7,8,17,2
36,20,48,32,108,41,62,10,10,17,2
31,34,45,34,75,35,79.5,9,9,17,2
27,23,48,48,110,37,67,7,7,17,2
24,26,46,32,99,40,60,7,10,17,2
31,46,70,60,253,181,28,6,7,17,2
35,20,49,31,111,38,66,13,10,17,2
37,20,59,32,174,41,76,9,11,17,2
34,20,47,33,106,45,57,13,13,17,2
33,31,54,36,146,57,60,11,12,17,2
27,33,46,26,99,25,74,9,9,17,2
35,20,55,30,147,34,76,9,11,17,2
34,41,45,29,89,32,63.7,13,11,17,2
35,20,57,31.5,165,80,51,12,11,17,2
35,20,56,40,154,74,54,10,11,17,2
35,20,56,39,158,68,57,13,11,17,2
34,35,51,35,124,51,58,12,12,17,2
35,20,52,31,130,30,70,9,9,17,2
35,31,51,28,121,29,75,110,10,17,2
29,20,41,25,74,22,69,11,10,17,2
35,20,53,36,135,54,60,9,9,17,2
35,20,53,38,134,62,53,15,13,17,2
35,20,57,35,162,52,68,14,12,17,2
35,20,52,33,127,44,65,16,13,17,2
35,20,55,32,147,41,72,20,13,17,2
35,20,59,42,174,80,53,11,11,17,2
35,20,61,41,188,76,59,12,11,17,2
35,20,57,45,165,93,43,10,10,17,2
38,20,55,30,147,34,76,9,9,17,2
31,35,47,30,104,34,67,130,10,14,2
31,35,44,30,89,36,59.3,10,10,17,2
35,20,57,37,159,59,63,18,11,17,2
34,20,54,37,140,58,57,120,12,17,2
24,37,43,26,85,25,70,9,8,20,2
32,36,63,48,201,101,44,11,9,17,2
27,20,54,38,140,62,55,13,12,17,2
32,47,62,45,194,93,51,11,11,17,2
35,20,46,31,101,39,61,12,10,17,2
31,31,54,34,143,48,66,10,10,17,2
35,20,54,38,143,62,56,11,11,17,2
31,32,50,32,116,42,63.3,12,12,17,2
35,20,44,27,87,27,68,13,10,17,2
32,33,48,29,108,33,68.8,11,9,17,2
35,20,52,30,130,36,72,17,10,17,2
28,20,42,25,80,22,72,100,9,17,2
34,37,51,37,124,36,70.7,16,12,17,2
38,42,54,38,140,64,54,150,12,17,2
33,20,60,44,178,87,50,9,9,17,2
30,22,56,38,154,64,58,11,11,17,2
28,20,53,32,135,41,69,14,11,17,2
29,20,55,31,145,38,73,9,9,17,2
28,32,55,36,147,53,64,9,11,17,2
30,20,45,29,92,33,63,150,15,17,2
31,30,49,28,111,30,72.9,12,13,17,2
35,20,53,36,135,54,60,11,8,17,2
35,20,53,28,139,29,78,10,11,17,2
30,32,45,29,93,32,65,11,11,17,2
27,45,52,32,129,42,67.2,11,12,17,2
35,20,56,37,156,57,63,15,12,17,2
35,20,59,39,171,66,61,15,9,17,2
30,31,50,31,118,37,68,11,11,17,2
35,20,51,36,124,55,55,10,10,17,2
35,20,49,34,113,47,58,11,11,17,2
33,32,46,31,99,38,61,100,9,12,2
28,37,51,29,51,122,74,110,11,25,2
35,39,60,46,180,98,45,100,11,19,2
36,40,54,42,146,80,44,100,10,22,2
35,38,63,42,201,78,60,120,12,23,2
36,33,51,30,124,363,70,10,10,17,2
31,42,52,36,127,70,46,9,9,25,2
33,32,48,26,108,25,76.7,130,12,14,2
26,44,44,25,89,22,75.5,100,11,13,2
36,61,56,43,155,83,46,8,8,17,2
31,50,48,35,108,52,51,11,11,22,2
35,20,46,30,97,35,65,12,9,17,2
32,37,71,59,264,177,32.7,9,9,17,2
31,40,72,52,273,132,51,9,9,20,2
34,36,54,37,146,58,59,110,11,23,2
35,20,49,32,113,40,64,9,9,17,2
35,20,48,34,107,47,65,9,9,17,2
28,35,44,30,91,35,61,120,12,20,2
30,30,52,36,129,57,55,130,13,24,2
30,41,71,64,264,208,21,8,8,20,2
30,27,49,33,116,47,59,100,10,23,2
32,50,59,47,171,103,39.2,160,13,23,2
33,37,46,32,121,45,56,9,9,20,2
35,20,71,58,263,167,39,8,8,17,2
35,20,59,44,173,88,50,13,10,17,2
28,35,53,36,135,55,58,12,12,23,2
29,30,50,32,116,42,63,110,11,15,2
34,20,51,37,123,58,52,11,10,17,2
35,20,48,28,110,31,72,18,10,17,2
35,20,46,32,99,41,58,13,11,17,2
32,20,52,33,130,45,65,12,10,17,2
35,20,49,35,117,52,55,10,11,17,2
32,36,49,29,111,31,72,9,7,18,2
29,38,51,28,124,29,76,11,11,16,2
30,20,46,26,97,26,73,9,9,17,2
35,32,50,31,119,38,68,10,9,18,2
32,34,48,31,106,38,64,10,9,14,2
35,34,58,38,168,61,64,8,11,21,2
32,20,46,30,96,36,62,9,9,17,2
28,38,53,30,132,36,72,9,9,22,2
29,34,52,33,128,44,66,11,9,12,2
35,20,50,29,116,31,73,13,11,17,2
35,20,55,33,147,45,69,9,9,17,2
35,31,50,31.5,116,44,62,16,8,10,2
35,20,54,33,143,45,68,12,12,17,2
35,20,50,30,117,36,69,9,9,17,2
35,20,59,35,175,51,70,9,9,17,2
34,20,47,32,101,40,60,12,8,17,2
35,20,47,32,104,40,79.5,100,9,17,2
26,34,48,30,108,36,66.4,11,11,20,2
32,35,51,32,121,29,73,10,11,20,2
31,43,53,32,135,42,68,10,8,23,2
30,51,46,30,99,35,64,9,8,13,2
35,20,43,26,86,26,69,100,10,17,2
35,20,58,44,164,88,79.5,130,11,17,2
38,20,50,33,117,44,62,11,10,17,2
31,37,52,33,130,45,65,10,10,15,2
30,33,54,33,141,42,69,10,8,16,2
31,37,46,29,97,32,60,8,7,20,2
36,35,53,40,140,70,49,12,12,24,2
35,31,51,33,124,47,62,11,10,20,2
35,35,52,37,129,57,56,10,10,15,2
